<<<<<<< HEAD
,0
0,113.31737
1,95.76392
2,109.862976
3,115.67007
4,122.385895
5,82.61505
6,71.952034
7,111.09323
8,97.788315
9,92.83015
10,95.13435
11,89.859184
12,101.57793
13,123.80507
14,129.14804
15,109.06582
16,120.889114
17,110.36777
18,99.870605
19,91.9839
20,88.40947
21,78.23451
22,121.248535
23,119.24104
24,108.46647
25,82.59833
26,102.831116
27,116.87137
28,78.23451
29,110.2646
30,109.14134
31,82.366196
32,120.27751
33,116.124985
34,136.7447
35,106.41695
36,106.40465
37,80.26007
38,121.248535
39,79.76953
40,77.41478
41,90.09523
42,101.63577
43,94.197495
44,81.96509
45,82.61505
46,111.53367
47,106.66163
48,100.18776
49,79.18321
50,112.69032
51,124.00102
52,84.826096
53,110.59657
54,72.075165
55,77.20036
56,112.7112
57,113.74043
58,100.3428
59,125.41924
60,65.673416
61,81.727005
62,145.50319
63,82.21805
64,140.8175
65,109.7739
66,202.68602
67,91.3707
68,81.993835
69,81.48073
70,76.391846
71,83.3185
72,102.256424
73,81.820595
74,144.32323
75,78.55995
76,295.33032
77,111.24425
78,121.27792
79,106.2952
80,87.03731
81,102.95901
82,101.27551
83,104.73578
84,128.31952
85,111.24426
86,95.56585
87,123.17123
88,86.09897
89,95.06435
90,99.80387
91,114.497574
92,102.18082
93,58.927452
94,92.83407
95,109.63286
96,101.192505
97,101.57793
98,61.176537
99,80.1716
100,110.27487
101,110.22872
102,95.06435
103,110.22872
104,109.6429
105,72.020706
106,129.6497
107,77.76094
108,65.74907
109,106.689476
110,59.101868
111,77.72539
112,85.546616
113,126.23671
114,96.26666
115,127.38051
116,124.00331
117,128.3241
118,115.13544
119,120.30657
120,111.10089
121,125.569534
122,99.870605
123,124.00102
124,92.4243
125,106.09427
126,107.249176
127,123.71088
128,112.661835
129,97.568726
130,82.61505
131,122.99208
132,90.74464
133,90.62625
134,85.26041
135,108.8761
136,114.49191
137,99.80804
138,72.5562
139,130.56642
140,122.15019
141,93.22725
142,85.51856
143,115.438095
144,83.33922
145,116.43982
146,114.9362
147,94.6099
148,102.050705
149,78.22795
150,114.261086
151,110.22927
152,90.0962
153,96.72453
154,124.12891
155,111.676155
156,117.12523
157,112.30235
158,123.27678
159,99.487785
160,118.65844
161,100.44649
162,114.51175
163,64.691315
164,97.23612
165,85.84758
166,119.05469
167,108.25796
168,110.74083
169,94.24089
170,90.04017
171,92.75435
172,100.92048
173,125.77136
174,96.57788
175,96.8013
176,84.040825
177,84.040825
178,124.01302
179,121.46269
180,82.59755
181,100.44649
182,119.661736
183,102.23363
184,117.03665
185,93.61171
186,99.401115
187,109.025055
188,93.22726
189,80.204994
190,127.79427
191,100.39895
192,120.65352
193,58.927452
194,84.040825
195,108.7993
196,124.54344
197,122.33452
198,126.937675
199,94.64432
200,103.39641
201,93.83301
202,100.35
203,86.91609
204,78.23451
205,97.45093
206,59.911514
207,97.88034
208,94.53218
209,95.68208
210,111.392395
211,123.294106
212,94.17813
213,93.29231
214,125.51283
215,101.57793
216,67.1874
217,106.77286
218,113.26648
219,110.65521
220,78.720825
221,97.834076
222,90.372925
223,91.57854
224,95.528244
225,98.088715
226,100.40047
227,101.114235
228,111.1021
229,121.98811
230,99.36868
231,91.3707
232,105.2791
233,101.54779
234,79.94539
235,115.92946
236,116.48914
237,109.75589
238,102.094215
239,112.07492
240,111.392395
241,112.920456
242,96.40744
243,97.71716
244,121.81813
245,116.033516
246,85.91768
247,111.30181
248,98.01352
249,87.46518
250,118.73695
251,70.210434
252,95.06435
253,121.6143
254,101.57791
255,120.40461
256,111.30054
257,99.26856
258,121.7856
259,112.78946
260,90.52983
261,106.26823
262,121.21977
263,101.92384
264,79.46982
265,110.85469
266,117.34629
267,94.33809
268,100.039116
269,101.69465
270,58.92707
271,120.00025
272,78.35267
273,82.064926
274,90.437256
=======
version https://git-lfs.github.com/spec/v1
oid sha256:d766e717d1a374e72adac4e997ef05826c823748b39de108799e6e278a486530
size 3656
>>>>>>> 753c8054 (aecond commit)
