,0
0,0.5892974
1,0.64133537
2,0.7695903
3,0.7097889
4,0.6711596
5,0.77220345
6,0.6000908
7,0.77915776
8,0.64638466
9,0.6412289
10,0.77915776
11,0.5921384
12,0.6301688
13,0.6404649
14,0.96869814
15,0.7353126
16,0.6028229
17,0.5439671
18,0.57962483
19,0.6033034
20,0.6203932
21,1.0974799
22,0.5947387
23,0.7917615
24,0.5955972
25,0.5749353
26,0.5620295
27,0.5410387
28,0.63571995
29,0.7372119
30,1.1972518
31,1.2445287
32,0.58253145
33,0.63571995
34,0.7775377
35,0.77915776
36,0.59578687
37,0.5980462
38,0.5947324
39,0.7865259
40,0.5947325
41,0.7648645
42,0.60064095
43,0.7798586
44,0.5892974
45,0.59578687
46,0.60713816
47,0.5958587
48,0.59347904
49,0.77463984
50,0.6182672
51,0.6992884
52,0.68527025
53,0.5947325
54,0.77190435
55,0.59578687
56,0.5422081
57,0.74061364
