,0
0,72.543365
1,65.482086
2,156.18056
3,2956.3284
4,67.57261
5,95.55699
6,67.57261
7,69.42737
8,46.393658
9,307.66406
10,146.01358
11,342.05606
12,146.01358
13,90.33494
14,580.073
15,46.393658
16,171.50352
17,67.57261
18,281.27173
19,307.66406
20,139.29968
21,281.27173
22,475.26483
23,67.57261
24,69.42738
25,475.26483
26,867.40265
27,462.39294
28,461.73566
29,63.682846
30,498.01025
31,114.270355
32,605.563
33,88.9509
34,498.01025
35,498.01025
36,139.29968
37,139.29968
38,234.60504
39,139.29968
40,139.29968
41,132.2557
42,253.5599
43,308.58588
44,139.29964
