,0
0,112.69092
1,114.15711
2,120.03497
3,104.0172
4,77.72345
5,122.21456
6,117.08899
7,108.67156
8,124.87704
9,114.13057
10,108.67156
11,114.61438
12,115.07388
13,115.97963
14,137.85284
15,102.97221
16,116.98695
17,108.34653
18,86.95235
19,116.59451
20,91.27525
21,129.66118
22,110.44185
23,105.76992
24,134.92218
25,124.75954
26,121.33101
27,111.83806
28,102.92341
29,95.55455
30,115.44191
31,115.7097
32,112.47839
33,102.92341
34,112.492966
35,108.67156
36,121.15111
37,120.03932
38,110.199554
39,106.82402
40,110.19957
41,112.00165
42,116.825676
43,106.2041
44,112.69092
45,121.15111
46,88.4225
47,104.81261
48,112.78319
49,107.04643
50,112.20937
51,89.74001
52,115.94508
53,110.19957
54,110.73601
55,121.15111
56,94.23564
57,105.64136
